substage,run_id,recipe,split,eval_mode,task_format,step,n_pairs,q_count_mode,q_cap,phase_train_n_pairs,accuracy,all_correct,cross_entropy,random_accuracy,random_cross_entropy,grad_norm,lr,elapsed_sec,status
B0F.2,stage_b0f_b02_candidateB_4l384_seed0,random-init larger Transformer candidate 4L/384 N_VALUES=8,train,train_induction_capped,key_next_value,1,1,capped,8,"1,2",0.0,0.0,6.293848514556885,0.125,2.0794415416798357,6.765607003463274,1e-06,0.10879111289978027,ok
B0F.2,stage_b0f_b02_candidateB_4l384_seed0,random-init larger Transformer candidate 4L/384 N_VALUES=8,train,train_induction_capped,key_next_value,100,2,capped,8,"1,2",0.5104166865348816,0.20833333333333334,1.0577858686447144,0.125,2.0794415416798357,1.8482415876374436,0.0001,2.5704963207244873,ok
B0F.2,stage_b0f_b02_candidateB_4l384_seed0,random-init larger Transformer candidate 4L/384 N_VALUES=8,train,train_induction_capped,key_next_value,200,2,capped,8,"1,2",0.59375,0.3020833333333333,0.6486776471138,0.125,2.0794415416798357,0.9839001717275015,0.0002,4.71225643157959,ok
B0F.2,stage_b0f_b02_candidateB_4l384_seed0,random-init larger Transformer candidate 4L/384 N_VALUES=8,train,train_induction_capped,key_next_value,300,2,capped,8,"1,2",0.6770833730697632,0.3645833333333333,0.754946768283844,0.125,2.0794415416798357,2.452733604302039,0.0003,7.24148964881897,ok
B0F.2,stage_b0f_b02_candidateB_4l384_seed0,random-init larger Transformer candidate 4L/384 N_VALUES=8,train,train_induction_capped,key_next_value,400,1,capped,8,"1,2",1.0,1.0,0.0007263012230396271,0.125,2.0794415416798357,0.008186728114126518,0.0004,9.691975116729736,ok
B0F.2,stage_b0f_b02_candidateB_4l384_seed0,random-init larger Transformer candidate 4L/384 N_VALUES=8,train,train_induction_capped,key_next_value,500,1,capped,8,"1,2",1.0,1.0,0.0005864406120963395,0.125,2.0794415416798357,0.005826048620667276,0.0005,12.126020908355713,ok
B0F.2,stage_b0f_b02_candidateB_4l384_seed0,random-init larger Transformer candidate 4L/384 N_VALUES=8,train,train_induction_capped,key_next_value,600,2,capped,8,"1,2",0.7760416865348816,0.5520833333333334,0.37407299876213074,0.125,2.0794415416798357,0.8155204745924882,0.0005,14.553565979003906,ok
B0F.2,stage_b0f_b02_candidateB_4l384_seed0,random-init larger Transformer candidate 4L/384 N_VALUES=8,train,train_induction_capped,key_next_value,700,2,capped,8,"1,2",0.7864583730697632,0.5729166666666666,0.3296591639518738,0.125,2.0794415416798357,0.6767424571013607,0.0005,17.016175031661987,ok
B0F.2,stage_b0f_b02_candidateB_4l384_seed0,random-init larger Transformer candidate 4L/384 N_VALUES=8,train,train_induction_capped,key_next_value,800,2,capped,8,"1,2",0.78125,0.5625,0.3113715946674347,0.125,2.0794415416798357,0.551535511304917,0.0005,19.551599979400635,ok
B0F.2,stage_b0f_b02_candidateB_4l384_seed0,random-init larger Transformer candidate 4L/384 N_VALUES=8,train,train_induction_capped,key_next_value,900,1,capped,8,"1,2",1.0,1.0,0.0001720547443255782,0.125,2.0794415416798357,0.0019542557817176292,0.0005,22.043213605880737,ok
B0F.2,stage_b0f_b02_candidateB_4l384_seed0,random-init larger Transformer candidate 4L/384 N_VALUES=8,train,train_induction_capped,key_next_value,1000,2,capped,8,"1,2",0.984375,0.96875,0.05714903399348259,0.125,2.0794415416798357,2.8685126166495154,0.0005,24.57596254348755,ok
B0F.2,stage_b0f_b02_candidateB_4l384_seed0,random-init larger Transformer candidate 4L/384 N_VALUES=8,train,train_induction_capped,key_next_value,1100,1,capped,8,"1,2",1.0,1.0,4.946392436977476e-05,0.125,2.0794415416798357,0.0004755330282404969,0.0005,27.038207530975342,ok
B0F.2,stage_b0f_b02_candidateB_4l384_seed0,random-init larger Transformer candidate 4L/384 N_VALUES=8,train,train_induction_capped,key_next_value,1200,1,capped,8,"1,2",1.0,1.0,6.569404649781063e-05,0.125,2.0794415416798357,0.0008722415437095991,0.0005,29.46708059310913,ok
B0F.2,stage_b0f_b02_candidateB_4l384_seed0,random-init larger Transformer candidate 4L/384 N_VALUES=8,train,train_induction_capped,key_next_value,1300,2,capped,8,"1,2",0.9947916865348816,0.9895833333333334,0.02758098393678665,0.125,2.0794415416798357,2.097591924428512,0.0005,31.886088132858276,ok
B0F.2,stage_b0f_b02_candidateB_4l384_seed0,random-init larger Transformer candidate 4L/384 N_VALUES=8,train,train_induction_capped,key_next_value,1400,1,capped,8,"1,2",1.0,1.0,0.0001119548105634749,0.125,2.0794415416798357,0.001984652670325052,0.0005,34.380696058273315,ok
B0F.2,stage_b0f_b02_candidateB_4l384_seed0,random-init larger Transformer candidate 4L/384 N_VALUES=8,train,train_induction_capped,key_next_value,1500,2,capped,8,"1,2",0.9635416865348816,0.9270833333333334,0.1307043582201004,0.125,2.0794415416798357,2.194668760230824,0.0005,36.905781269073486,ok
B0F.2,stage_b0f_b02_candidateB_4l384_seed0,random-init larger Transformer candidate 4L/384 N_VALUES=8,train,train_induction_capped,key_next_value,1600,2,capped,8,"1,2",0.9947916865348816,0.9895833333333334,0.025162162259221077,0.125,2.0794415416798357,3.5125636460726897,0.0005,39.41759490966797,ok
B0F.2,stage_b0f_b02_candidateB_4l384_seed0,random-init larger Transformer candidate 4L/384 N_VALUES=8,train,train_induction_capped,key_next_value,1700,1,capped,8,"1,2",1.0,1.0,1.2891817277704831e-05,0.125,2.0794415416798357,0.00015077665865992438,0.0005,41.93523144721985,ok
B0F.2,stage_b0f_b02_candidateB_4l384_seed0,random-init larger Transformer candidate 4L/384 N_VALUES=8,train,train_induction_capped,key_next_value,1800,1,capped,8,"1,2",1.0,1.0,7.765941518300679e-06,0.125,2.0794415416798357,9.585020217770813e-05,0.0005,44.356712102890015,ok
B0F.2,stage_b0f_b02_candidateB_4l384_seed0,random-init larger Transformer candidate 4L/384 N_VALUES=8,train,train_induction_capped,key_next_value,1900,2,capped,8,"1,2",1.0,1.0,0.0010596795473247766,0.125,2.0794415416798357,0.03112626432471394,0.0005,46.691508054733276,ok
B0F.2,stage_b0f_b02_candidateB_4l384_seed0,random-init larger Transformer candidate 4L/384 N_VALUES=8,train,train_induction_capped,key_next_value,2000,1,capped,8,"1,2",1.0,1.0,7.354925855906913e-06,0.125,2.0794415416798357,8.167228521251616e-05,0.0005,49.18678569793701,ok
B0F.2,stage_b0f_b02_candidateB_4l384_seed0,random-init larger Transformer candidate 4L/384 N_VALUES=8,eval,induction_capped,key_next_value,2000,1,capped,8,"1,2",1.0,1.0,7.604468587274482e-06,0.125,2.0794415416798357,,0.0005,61.64725399017334,ok
B0F.2,stage_b0f_b02_candidateB_4l384_seed0,random-init larger Transformer candidate 4L/384 N_VALUES=8,eval,induction_capped,key_next_value,2000,2,capped,8,"1,2",0.9990844761487097,0.9981689453125,0.0045308303545539275,0.125,2.0794415416798357,,0.0005,61.64726114273071,ok
B0F.2,stage_b0f_b02_candidateB_4l384_seed0,random-init larger Transformer candidate 4L/384 N_VALUES=8,eval,induction_capped,key_next_value,2000,4,capped,8,"1,2",0.41891480539925396,0.007080078125,6.461940778419375,0.125,2.0794415416798357,,0.0005,61.6472647190094,ok
B0F.2,stage_b0f_b02_candidateB_4l384_seed0,random-init larger Transformer candidate 4L/384 N_VALUES=8,eval,induction_capped,key_next_value,2000,8,capped,8,"1,2",0.24748230614932254,0.0,8.127922857180238,0.125,2.0794415416798357,,0.0005,61.64726781845093,ok
B0F.2,stage_b0f_b02_candidateB_4l384_seed0,random-init larger Transformer candidate 4L/384 N_VALUES=8,eval,single_query,key_next_value,2000,1,single,1,"1,2",1.0,1.0,7.434590997945634e-06,0.125,2.0794415416798357,,0.0005,61.64727210998535,ok
B0F.2,stage_b0f_b02_candidateB_4l384_seed0,random-init larger Transformer candidate 4L/384 N_VALUES=8,eval,single_query,key_next_value,2000,2,single,1,"1,2",0.9993896507658064,0.9993896484375,0.0022722084436281875,0.125,2.0794415416798357,,0.0005,61.64727544784546,ok
B0F.2,stage_b0f_b02_candidateB_4l384_seed0,random-init larger Transformer candidate 4L/384 N_VALUES=8,eval,single_query,key_next_value,2000,4,single,1,"1,2",0.46948243759106845,0.469482421875,6.059863803908229,0.125,2.0794415416798357,,0.0005,61.64727830886841,ok
B0F.2,stage_b0f_b02_candidateB_4l384_seed0,random-init larger Transformer candidate 4L/384 N_VALUES=8,eval,single_query,key_next_value,2000,8,single,1,"1,2",0.2763671961729415,0.2763671875,7.851227700710297,0.125,2.0794415416798357,,0.0005,61.64728045463562,ok
B0F.2,stage_b0f_b02_candidateB_4l384_seed0,random-init larger Transformer candidate 4L/384 N_VALUES=8,train,train_induction_capped,key_next_value,2100,1,capped,8,"1,2",1.0,1.0,1.2670844625972677e-05,0.125,2.0794415416798357,0.00014531767637729085,0.0005,64.34244155883789,ok
B0F.2,stage_b0f_b02_candidateB_4l384_seed0,random-init larger Transformer candidate 4L/384 N_VALUES=8,train,train_induction_capped,key_next_value,2200,2,capped,8,"1,2",0.9947916865348816,0.9895833333333334,0.017947299405932426,0.125,2.0794415416798357,6.067650454427711,0.0005,66.79227590560913,ok
B0F.2,stage_b0f_b02_candidateB_4l384_seed0,random-init larger Transformer candidate 4L/384 N_VALUES=8,train,train_induction_capped,key_next_value,2300,2,capped,8,"1,2",1.0,1.0,0.0023315632715821266,0.125,2.0794415416798357,0.2134552693490688,0.0005,69.33175921440125,ok
